student_name,tel,city,district,route
張玲瑄,0955687357,高雄市,鳳山區,新康街39號
楊之鈺,0918807644,苗栗縣,通霄鎮,五南里中山路52號之20
莊利蓁,0970234156,高雄市,大寮區,商協路71號10樓
阮元影,0911340503,高雄市,大寮區,民和街37號
林思豪,0934771922,臺南市,關廟區,北安二街75號之12
錢利庸,0926613708,臺中市,南屯區,大川街13號2樓
溫琛琪,0935564301,臺中市,西屯區,臺灣大道２段19號4樓
古樂芪,0971841365,桃園市,大園區,埔心19號8樓
廖佑雅,0972878411,花蓮縣,玉里鎮,民安三街74號
鄭妍悦,0930008339,彰化縣,鹿港鎮,鹿和路４段100號
溫斯誠,0911821548,桃園市,大園區,國際路２段32號5樓
錢于緹,0989414441,臺中市,豐原區,南陽路逸仙莊15號
謝洋淼,0929933813,臺中市,西屯區,河南路３段59號之17
程易謹,0918988079,臺北市,中山區,林森北路76號
謝玥璇,0952279723,彰化縣,和美鎮,彰新路５段58號8樓
劉景賢,0923785285,高雄市,仁武區,中華路30號
陸樂靖,0988087707,桃園市,龜山區,綠野三街1號2樓
楊漩玉,0911500934,南投縣,水里鄉,三部三路46號
黃希清,0958998860,臺南市,關廟區,北安三街47號3樓
林然韋,0910012121,彰化縣,永靖鄉,大發路53號
謝依飄,0963367219,苗栗縣,大湖鄉,石屋33號11樓
王好恩,0982876458,嘉義縣,朴子市,山通路68號
王娟婧,0953748381,高雄市,仁武區,大同二街85號
曾嘉瑤,0928941444,花蓮縣,瑞穗鄉,力行路69號
張秋菡,0982372095,桃園市,龍潭區,龍安三街77號之5
余利記,0933201078,屏東縣,屏東市,友愛一街13號
侯媗慈,0928310716,新北市,三峽區,中華路14號3樓之8
江旻歆,0913612930,屏東縣,萬丹鄉,普安路29號
宋爍霜,0961422877,雲林縣,四湖鄉,成功路1號之19
林希廷,0956532225,桃園市,中壢區,中央西路２段68號
孫鋒鶴,0922626253,高雄市,岡山區,和平巷90號之11
戴紫藍,0960455202,苗栗縣,南庄鄉,大南埔61號之3
廖怡蕊,0986359535,嘉義市,西區,通化三街98號9樓
馮致芳,0919119100,高雄市,鳳山區,華明街45號
周宗燦,0916223705,臺中市,北屯區,仁美十二巷31號
陳翰鑫,0972986637,彰化縣,鹿港鎮,東崎五巷53號2樓之19
施文玫,0963590466,雲林縣,斗南鎮,西伯56號
趙詩青,0933089434,桃園市,平鎮區,廣豐街福壽九巷68號8樓
張石邦,0932089609,臺南市,仁德區,仁德五街11號之16
王立紈,0933511629,臺南市,六甲區,永安街53號2樓之7
宋佳儀,0953446228,彰化縣,埤頭鄉,溪底路6號5樓之1
藍拓朋,0931774943,新北市,土城區,廣興街29號
陳懷晉,0936885991,宜蘭縣,羅東鎮,敬業路24號8樓
嚴懿毓,0987004141,臺北市,中正區,寶慶路94號
袁萍靜,0955487534,臺北市,中山區,龍江路97號
涂博眾,0982540823,新竹縣,新埔鎮,泰陽一街65號
韓崇杉,0932709328,臺南市,麻豆區,謝榜寮81號8樓
張晶棠,0930063713,桃園市,楊梅區,校前路85號
詹孝芯,0921316774,屏東縣,東港鎮,船頭路國宅巷71號之1
吳夫茂,0911685174,新竹縣,竹北市,成功二街60號
戴然葉,0925645006,屏東縣,里港鄉,仁和路南巷89號
張睿詠,0968269677,彰化縣,溪州鄉,成功村庄北巷61號5樓之14
黃秋芳,0932852825,南投縣,仁愛鄉,仁和路61號
郭汝添,0920593825,高雄市,小港區,朝福街9號8樓
陳冠嘉,0911507010,嘉義市,東區,蘭井街71號2樓
曾平洢,0910150786,桃園市,八德區,介壽路２段2號7樓
紀庭恩,0917468588,彰化縣,彰化市,平和三街80號9樓
謝愛璟,0915757809,彰化縣,二林鎮,豐茂巷68號
吳孝睿,0931310364,臺中市,太平區,鵬儀路51號
沈禎連,0912171503,臺中市,西區,精誠五街28號
曾吉暢,0925028671,雲林縣,西螺鎮,七座38號4樓
朱剛峯,0933434530,高雄市,三民區,中華三路53號
卓暢鶴,0954009431,臺中市,西屯區,福星路52號之11
張立聰,0920971179,桃園市,大園區,中正東路１段74號12樓
姚容眾,0913917559,高雄市,仁武區,新生路74號之1
童恬晶,0960012833,花蓮縣,花蓮市,富裕一街99號4樓之15
唐子泓,0924504778,澎湖縣,七美鄉,東湖58號9樓之15
袁寶東,0931889761,屏東縣,內埔鄉,內埔村南華路61號
鄭純靄,0922682349,桃園市,大溪區,慈康路8號7樓之11
張慈澍,0912875483,桃園市,中壢區,金陵路47號10樓之10
廖維靜,0954832782,彰化縣,員林市,西興街80號之7
楊森進,0954096079,苗栗縣,通霄鎮,內島34號
紀藻錦,0939264391,桃園市,龜山區,長壽路22號
胡華越,0926654257,桃園市,中壢區,協同二街62號10樓
馬丞雷,0914165130,臺中市,烏日區,溪南路２段100號
張璇義,0968219706,臺北市,北投區,北投路２段53號12樓
賴佑馳,0970352612,高雄市,前鎮區,翠文街52號
陸姝敏,0952059487,臺東縣,成功鎮,大智街71號3樓
馬亮嶽,0963454379,新北市,林口區,工二區工四路20號之12
徐尚雲,0988078842,金門縣,烈嶼鄉,上林59號
鄭利瑜,0928552391,臺南市,永康區,文賢街66號之20
黃先子,0919522699,臺中市,太平區,中平九街12號12樓
黃和晴,0970591273,花蓮縣,吉安鄉,慈惠五街3號12樓
吳堯藻,0915465230,嘉義縣,布袋鎮,後寮路52號之18
黃莉萍,0954580942,雲林縣,斗六市,明德北路３段56號
周保安,0963962396,桃園市,中壢區,華美一路64號之16
李璇瓊,0915760767,苗栗縣,三灣鄉,龍峎頂36號
李蓁道,0911386406,桃園市,龜山區,文全街100號之6
廖愛靜,0963224321,新竹縣,芎林鄉,五股林11號之9
鄭瑤筑,0972775083,新北市,永和區,得和路91號
王強藻,0927919221,高雄市,旗山區,中山路70號
陳先喧,0933007880,高雄市,小港區,鳳陽街50號
魏俊剛,0914974558,新竹縣,新埔鎮,環南街81號9樓
方港霖,0971092921,彰化縣,永靖鄉,永久路79號
邱沫芬,0972599971,嘉義縣,溪口鄉,信義街10號
林培谷,0963234110,高雄市,鳥松區,育德一街41號7樓
林宜芝,0956946815,雲林縣,崙背鄉,西佃25號
簡揚語,0925836456,屏東縣,內埔鄉,福壽路38號
盧羽龍,0937018470,彰化縣,竹塘鄉,中興街74號5樓之11
李嫻毓,0912262712,高雄市,林園區,立志街11號10樓
林翰鋒,0939139078,宜蘭縣,頭城鎮,青雲路２段24號之6
張政谷,0937614787,苗栗縣,苗栗市,國際二巷86號3樓
童利宥,0938456210,新北市,汐止區,工建路81號
潘庸秉,0914039397,臺中市,潭子區,大富路３段35號8樓
徐樂璇,0922114367,臺北市,萬華區,成都路75號10樓
賴庭秀,0927139209,彰化縣,鹿港鎮,環工二路47號
簡恬海,0958336027,新北市,新店區,安康路２段31號之17
鄭暉潤,0925446335,屏東縣,里港鄉,里嶺路25號之15
林嘉駱,0961014097,臺北市,中正區,林森北路83號
高石豪,0917051189,臺中市,西區,五權西四街80號
邱書羣,0918982383,苗栗縣,公館鄉,館南街68號2樓
黎元好,0910092750,臺南市,永康區,中華路58號之14
龔德鑫,0972285342,宜蘭縣,三星鄉,玉尊路26號
朱允芷,0989075417,臺南市,柳營區,山子20號
龔易浩,0917538257,雲林縣,東勢鄉,新坤路97號9樓
馮影耀,0913087946,臺南市,東區,自由路３段71號12樓
陳姣詠,0926191691,臺南市,中西區,樹林街２段29號5樓
劉召彤,0987434178,彰化縣,彰化市,中央路56號2樓
黃懷綺,0929183028,臺中市,南區,合作街21號7樓
許柏濱,0968320344,嘉義市,西區,友順街69號
陳彌材,0970902290,臺南市,東區,裕德二街10號2樓
盧千翰,0932212251,屏東縣,內埔鄉,中山路4號
陳廷芝,0988508444,基隆市,中山區,中山三路50號5樓
洪彤艾,0930542724,臺南市,六甲區,東高蚋19號10樓
曹嬋淇,0916289119,屏東縣,潮州鎮,榮祥巷4號
黃梅致,0924007102,桃園市,楊梅區,富豐一路79號
林潤澍,0923496597,臺南市,永康區,大同街77號
曾易沛,0938050712,南投縣,信義鄉,信筆巷95號之16
高筠萍,0932192489,彰化縣,線西鄉,彰濱東八路70號8樓之9
朱暉齊,0956932450,臺東縣,臺東市,中華路４段50號
李澍濱,0929401371,雲林縣,莿桐鄉,東華54號
吳俞寶,0918258108,彰化縣,溪湖鎮,培英路89號
鄭冠盛,0954313655,彰化縣,埤頭鄉,和平路6號11樓
簡昊照,0929761734,臺南市,東區,崇明十九街63號
傅如筠,0925620214,臺中市,大里區,文心南路30號10樓之5
鄧家越,0954697259,高雄市,鳳山區,華興街69號
趙謙謹,0918230322,南投縣,信義鄉,延平巷9號8樓
涂義進,0932288631,新北市,淡水區,八勢路１段39號之19
汪意苑,0937884630,花蓮縣,新城鄉,助人街67號11樓
黃克筑,0954458800,臺東縣,鹿野鄉,后湖路68號
許恬霞,0935426997,高雄市,阿蓮區,峰北59號
姚曉淳,0987071148,嘉義市,東區,興美二路83號9樓
孫夕筠,0987957303,宜蘭縣,蘇澳鎮,光一橫巷1號9樓之7
林逸青,0920394438,花蓮縣,吉安鄉,東里八街87號12樓之14
曾卓秋,0927878137,高雄市,仁武區,永新四街98號
陳珂蕾,0930453303,臺南市,安平區,華平路99號12樓
王洪義,0954599092,臺東縣,鹿野鄉,永樂路81號
洪精雪,0989884489,高雄市,楠梓區,大學三十街58號之5
江丞雅,0927588531,臺中市,太平區,宜欣三街15號6樓
林亭柯,0953247201,臺南市,中西區,友愛街50號
馮宏鴻,0926149784,桃園市,蘆竹區,富國路２段46號
胡杉達,0955581350,臺北市,中正區,杭州南路１段49號4樓
江惠賢,0929703852,彰化縣,花壇鄉,水坑巷11號
溫燕莎,0972824815,彰化縣,永靖鄉,中山路１段63號
溫芳薇,0911384918,嘉義縣,民雄鄉,崙子頂21號之18
魏威石,0927380218,臺中市,沙鹿區,國昌三街85號
錢凰國,0910998239,宜蘭縣,冬山鄉,中城路57號2樓之1
高育雁,0933146335,南投縣,魚池鄉,修正巷37號之14
黃卓濮,0919442567,高雄市,彌陀區,鹽港二路北巷84號之13
嚴清芳,0911635198,臺北市,南港區,市民大道８段59號9樓
韓梓沫,0963607499,屏東縣,屏東市,田寮巷4號
謝庭心,0915611267,屏東縣,萬巒鄉,南進路53號9樓
陳昱苑,0963897694,彰化縣,福興鄉,員鹿路２段15號
龔彤梓,0913921989,桃園市,八德區,中山路32號7樓
石寶黛,0955878257,桃園市,楊梅區,高獅路32號之18
湯聖蓓,0953908195,宜蘭縣,冬山鄉,進福路1號
鄭冉品,0935843536,新北市,板橋區,民族路28號8樓
戴濮薇,0924447978,臺南市,關廟區,五平街92號
丁帆楚,0987609020,桃園市,八德區,忠勇街52號
邱天惠,0921827421,桃園市,中壢區,大同路78號3樓
陳然遙,0954359271,臺北市,士林區,中山北路６段32號
陳南嬈,0939736719,金門縣,金湖鎮,后農場66號4樓
莊芊藴,0930755157,臺中市,中區,綠川西街6號
邱南珍,0929987065,屏東縣,滿州鄉,南興路61號
吳浚進,0924994223,臺北市,松山區,復興北路44號
黎得銘,0952101889,高雄市,大寮區,華五街62號7樓
方淼貴,0938059286,高雄市,旗山區,義民巷69號
張慈晉,0958302911,宜蘭縣,三星鄉,農義路１段12號
王棠靄,0972064670,桃園市,龜山區,忠義路２段88號5樓之3
黃潮誠,0920672395,新北市,新店區,中正路22號2樓
吳南吉,0933692816,高雄市,楠梓區,宏毅二路南五巷82號
龔浩芝,0933134450,桃園市,大園區,信義街15號9樓
卓易琪,0986409414,彰化縣,竹塘鄉,東陽路１段安平巷21號3樓
董微緹,0924077267,桃園市,蘆竹區,龍林街83號
游乾江,0911484839,南投縣,竹山鎮,光輝巷79號
陳凱齊,0931434311,彰化縣,彰化市,建國南路41號
溫于珺,0968980674,高雄市,鳳山區,和德街3號
徐楷立,0987145376,屏東縣,潮州鎮,光春路36號
吳瓊雪,0970353200,臺中市,后里區,九甲路15號
郭潔華,0987519251,高雄市,大寮區,光明路３段95號
陳剛馨,0986619425,臺南市,仁德區,仁中七街75號
蕭爍雲,0968536194,基隆市,暖暖區,水源路98號
張召材,0952321104,臺中市,東區,進德路77號8樓
黃姝漢,0939229153,花蓮縣,吉安鄉,慈惠二街26號之7
龔智良,0913526964,臺中市,大甲區,東西六路１段18號之8
王謙銘,0910282567,臺中市,梧棲區,中二路17號
廖瀟熙,0986673045,桃園市,桃園區,延平路84號
程智紈,0958647245,苗栗縣,卓蘭鎮,新厝44號
錢拓温,0916849638,臺南市,中西區,中華西路２段87號
程塵實,0932121354,桃園市,桃園區,宏昌十二街72號之2
洪青順,0916784458,宜蘭縣,宜蘭市,慶和街慶和巷89號
魏宗昱,0989421797,苗栗縣,南庄鄉,小東河6號7樓之12
胡凡勝,0972830407,臺中市,東勢區,文新街77號
張華連,0931318681,屏東縣,萬丹鄉,大昌路61號
金宗晶,0928324086,桃園市,桃園區,大華二街37號之18
羅英黛,0953845207,高雄市,左營區,菜公一路38號
宋成然,0937728179,高雄市,鳳山區,維新路81號
宋棋淇,0938309807,臺南市,永康區,富強路１段35號11樓
吳宗霄,0968971863,臺中市,北區,湖北街100號
金芪越,0920900643,高雄市,鳳山區,鳳仁路70號
曾益達,0916234945,桃園市,龍潭區,九座寮86號
賴懋辛,0920844319,臺中市,清水區,甲南路30號2樓
鄒力盧,0987056040,彰化縣,鹿港鎮,臨海路２段27號
廖彤駱,0937689419,臺中市,西屯區,經貿一路4號2樓之3
鄭美華,0955213680,屏東縣,恆春鎮,茄苳路59號11樓
傅眉笑,0914011182,彰化縣,田中鎮,高鐵一路１段55號之19
周方春,0988071190,雲林縣,北港鎮,長安街66號
薛威淳,0989093501,苗栗縣,苗栗市,為公路72號
曾汝黛,0987066051,桃園市,中壢區,大仁三街82號
陳之豔,0968181508,桃園市,中壢區,青雲路16號
鄧進齊,0922666375,彰化縣,彰化市,大埔路22號
王思沐,0938784288,新北市,板橋區,漢生東路43號4樓
陳嘉秀,0989935239,臺南市,中西區,西門路２段64號7樓
徐喧嬋,0953651147,彰化縣,鹿港鎮,彰鹿路７段30號
曾雲飛,0988850970,宜蘭縣,羅東鎮,天津路21號
高寧筠,0971438868,臺南市,安南區,州南路5號之19
廖夫嶽,0922188470,南投縣,埔里鎮,東昇二街11號11樓之3
王秀英,0927087334,屏東縣,竹田鄉,自強路20號
范冠濱,0989763072,桃園市,觀音區,大觀路１段31號
陳媛宗,0916984561,高雄市,鳥松區,高碼一巷58號8樓之3
張婷寶,0930304861,新竹縣,竹東鎮,康莊街1號
金初旻,0914754252,雲林縣,虎尾鎮,民主二路1號7樓之13
黃波鋅,0913015487,臺南市,白河區,開明街21號8樓
連波玉,0914432780,彰化縣,大城鄉,宮南巷59號之4
許孝德,0958343243,臺中市,大安區,東西四路47號2樓
阮劉恩,0927568436,高雄市,大樹區,中山路57號
林功泓,0926209960,高雄市,苓雅區,澄清路22號
董冉彤,0911919474,臺中市,西屯區,臺灣大道２段7號
韓宸風,0963423800,嘉義縣,竹崎鄉,北勢坑57號
沈夫温,0972147709,高雄市,美濃區,茶頂街89號之7
高宸銘,0939602491,高雄市,鳳山區,中崙路10號
余晗晟,0933693410,屏東縣,萬巒鄉,民生路23號
程智清,0931775580,高雄市,苓雅區,英雄路6號
鄭元鋒,0955215799,彰化縣,溪州鄉,村中二巷36號
賴卿慈,0912797552,屏東縣,里港鄉,勝利路8號11樓
羅凌孝,0925956096,臺北市,內湖區,內湖路１段41號
藍好紈,0932136859,高雄市,前鎮區,新光路62號
賴怡鬱,0971608123,高雄市,旗山區,華興路95號
湯寒鋭,0924958711,彰化縣,大城鄉,潭墘路40號
洪恩月,0982940167,高雄市,湖內區,福生一街98號之8
胡苑馨,0963466835,苗栗縣,後龍鎮,龍山路83號
黃峻晗,0917832106,桃園市,大溪區,康莊路３段82號
楊寶思,0937853465,新竹縣,竹東鎮,學府路16號10樓
嚴晨洪,0961911111,高雄市,岡山區,富貴路25號
鄭嬌彥,0935770220,高雄市,林園區,信義路73號
張于玫,0958394827,臺南市,北區,長賢街72號
鄒翊雪,0987704884,新北市,石碇區,深按28號
林仁敬,0960625156,高雄市,苓雅區,武慶三路65號9樓
林嫻嬌,0927053822,嘉義市,西區,博愛路２段52號之6
陳歌歡,0952819166,臺中市,西屯區,中清路２段68號11樓
張妮嬋,0986498201,臺中市,北屯區,后庄路28號5樓之4
彭楚龍,0971442465,臺中市,北屯區,興安路２段10號12樓之3
黃石靖,0914109387,屏東縣,崁頂鄉,南和巷32號4樓
汪倫諄,0916097561,臺東縣,關山鎮,平等路66號
張新芸,0931078254,高雄市,橋頭區,成功路新市巷15號
蔡精良,0910305555,彰化縣,芬園鄉,竹東路9號12樓
錢語韻,0924477331,高雄市,三民區,牧場後巷69號5樓
鍾皓義,0937072429,雲林縣,林內鄉,三星36號
王耀鶴,0958359919,新竹縣,竹東鎮,頭重埔17號
鄧坤鑫,0935043570,臺中市,東區,南京東路１段96號12樓
彭懷琦,0916605054,彰化縣,花壇鄉,中山路１段15號9樓之17
周昕瑜,0958463975,嘉義縣,新港鄉,嘉民路41號
陳健功,0919429870,高雄市,左營區,正心街96號
黃記雅,0939386252,彰化縣,芳苑鄉,太平路永興段36號
石逞顏,0922893911,臺北市,中正區,忠孝東路２段27號
黎彰銘,0935028323,臺中市,神岡區,福庄街14號
黃昀術,0932586502,臺中市,后里區,中興街４段12號之12
薛芯芷,0936935923,臺南市,永康區,永明街43號之18
張真金,0912430150,臺東縣,綠島鄉,楠仔湖41號之8
黎升盈,0926147277,高雄市,仁武區,仁怡街23號
潘中林,0960532183,高雄市,岡山區,富貴路34號之9
王奕宇,0936916902,高雄市,鳳山區,黃埔七村90號
曾婷蒨,0932312334,屏東縣,東港鎮,富漁五路77號
汪維諄,0917814256,高雄市,梓官區,大舍西路64號之5
龔冬蓓,0988612318,南投縣,名間鄉,井頭巷50號
曹帆驥,0968686806,高雄市,三民區,文龍路40號4樓
周圖方,0954267129,彰化縣,二水鄉,員集路３段94號
李凌文,0922313075,臺中市,后里區,成功路74號之1
王善晤,0914265325,新竹市,東區,創新二路97號
張煥聰,0914305608,高雄市,三民區,皓東路82號4樓
戴凱年,0917140998,臺中市,龍井區,遠東街15號
邵奇彌,0914941415,臺中市,北區,崇興路２段44號
梁璇靖,0910539275,高雄市,大樹區,義大二街13號之20
鐘彥雪,0938791839,高雄市,大社區,神農路66號
徐恩燕,0956946368,彰化縣,二水鄉,光化一巷35號
康夫影,0930451054,南投縣,南投市,府南路一街24號之11
涂泉雅,0933523147,雲林縣,斗六市,廣州街5號9樓
徐俞崇,0926667206,新北市,瑞芳區,中山路9號
藍曉騏,0917657318,新竹縣,寶山鄉,寶山五街56號5樓
傅羚莘,0932194121,臺中市,神岡區,神洲北路35號6樓
陳良馨,0939285870,桃園市,桃園區,大德一街91號8樓
范悦致,0910381399,高雄市,鳳山區,大東一路64號之12
林世依,0935493568,高雄市,新興區,自立橫路65號2樓
陳嬌歌,0913234511,屏東縣,九如鄉,文化街82號
郭培辰,0937739316,臺北市,萬華區,西寧南路14號
陳庭瀾,0989803210,苗栗縣,造橋鄉,山腳60號2樓
黃均沛,0929746007,臺北市,大安區,復興南路２段13號6樓
許全茹,0929481803,高雄市,楠梓區,後昌路71號
羅慧芊,0953204271,高雄市,鳳山區,五甲二路25號之18
嚴帆諄,0987101735,高雄市,楠梓區,高楠公路57號
張堯洪,0986704518,臺東縣,長濱鄉,竹湖村移民20號之10
馮勳奕,0934373958,屏東縣,萬巒鄉,佳和路85號之1
吳吉谷,0913396883,臺中市,和平區,東關路２段52號
朱眾達,0916996957,臺南市,東區,文化五街34號11樓
李保勳,0935700650,苗栗縣,大湖鄉,水尾91號
許卓煒,0960518836,彰化縣,秀水鄉,張厝巷37號12樓
洪善暢,0919053109,雲林縣,斗南鎮,新生三路25號11樓
張名眾,0935467490,臺中市,大甲區,中山路２段83號之13
陸洋霄,0958761467,臺中市,大雅區,仁和路17號
林德祥,0968088349,高雄市,鳳山區,信義街6號
何姣湘,0954142227,臺中市,西屯區,大鵬路41號
許尹煜,0931228808,苗栗縣,頭屋鄉,象山路89號
康功江,0952365503,高雄市,楠梓區,久昌街8號
郭澍雲,0936639607,雲林縣,水林鄉,頂坎52號
侯沫秀,0954234038,桃園市,中壢區,山佳二路25號
白宸茜,0921165760,高雄市,六龜區,光復路67號3樓
曾捷沐,0915807455,臺中市,西屯區,環中路３段77號
沈洪芝,0982982567,新北市,石碇區,北宜路５段84號
許樺祟,0972704255,桃園市,楊梅區,上陰影窩80號
林允玟,0923500037,新竹縣,竹東鎮,民生路26號
邱宣瓊,0915984247,彰化縣,鹿港鎮,正興路29號
張梅淳,0926085112,臺中市,清水區,中社路84號3樓
謝文飄,0953608211,臺中市,西屯區,中科路75號
賴伯東,0932554581,高雄市,楠梓區,通昌街44號
張平折,0933032096,桃園市,平鎮區,山福路27號
楊嵐揚,0923475443,嘉義縣,中埔鄉,油礦18號10樓
李暢翔,0972342960,高雄市,左營區,重愛路24號之6
鄒梓飄,0955044807,新竹縣,竹北市,嘉豐二街１段33號2樓
戴添英,0952637205,臺中市,北屯區,太原路３段11號
金歌賢,0986981166,臺中市,清水區,北橫十五路2號
鄒修禧,0929138497,臺中市,西區,五廊街89號之16
柯宣萍,0972207188,新竹市,北區,田美三街8號9樓
胡樂英,0961422732,高雄市,燕巢區,成大街13號
張文禧,0960961698,南投縣,水里鄉,風埔路94號之8
卓彬蓁,0968608416,高雄市,苓雅區,福海街54號
黃彬融,0939025732,桃園市,中壢區,過嶺57號
汪彤彥,0928579435,新竹縣,湖口鄉,羊喜窩20號
沈甯雯,0955330171,臺南市,東山區,永平街65號12樓
陳洋秀,0920362406,臺南市,善化區,安順二路21號12樓
曾珺賢,0910358921,桃園市,龜山區,龍校街57號之3
鍾慈璟,0912673503,臺中市,北區,健行路24號
傅泓謙,0982757137,臺中市,烏日區,光日路44號
阮健樂,0911845113,嘉義縣,朴子市,崁前96號10樓
董媛晏,0954905204,臺南市,北區,力行二街79號
林丹睿,0927098037,新竹市,香山區,西濱路３段34號4樓
蔡安藝,0914802312,屏東縣,林邊鄉,光明路20號8樓
蕭梓鋅,0912000899,臺東縣,臺東市,山西路１段50號8樓之18
宋修夫,0925330586,臺中市,外埔區,山美路63號
孫弘杭,0923003728,臺南市,楠西區,和平路90號
吳千逞,0955582586,宜蘭縣,冬山鄉,中正路展南三巷1號12樓
陳意方,0916634232,臺南市,安平區,光州路16號
何博萬,0952452238,嘉義市,東區,文化路81號11樓
卓瀚理,0914423400,桃園市,觀音區,富林27號6樓
錢中千,0923671857,南投縣,埔里鎮,安四街55號
蕭泉瑞,0932302055,高雄市,楠梓區,大學五十二街52號
楊宛芊,0952453698,彰化縣,大村鄉,山腳路91號
謝穎萬,0968229272,桃園市,觀音區,富平街18號
吳信越,0912807323,苗栗縣,頭份市,松竹新村69號之10
劉可晨,0916611303,新北市,深坑區,阿柔洋6號
涂梓蕊,0938678124,新竹縣,新埔鎮,載熙路83號4樓
杜淼琛,0932953621,臺東縣,大武鄉,崁仔腳62號6樓
陳振隆,0919472706,臺北市,松山區,八德路３段5號
廖新潤,0912780016,嘉義市,西區,忠順一街3號
洪惠琴,0926788818,苗栗縣,竹南鎮,大埔三街49號之2
曾姣璟,0929790611,嘉義縣,六腳鄉,蒜頭42號
楊庸文,0938969424,雲林縣,麥寮鄉,和平街52號3樓之10
江勝雯,0913908259,臺中市,龍井區,龍社二街53號之10
謝威琦,0936760081,彰化縣,員林市,育英路19號之8
莊卿賢,0935760353,臺中市,北屯區,遼陽北一街94號
周丞精,0972416258,南投縣,南投市,光榮北路四街56號
呂泓育,0925121643,花蓮縣,新城鄉,新城路97號
邵奇晤,0920741384,臺南市,下營區,中山路１段58號
蕭恬敏,0925057673,彰化縣,二林鎮,仁愛路40號
侯聰霞,0919753447,桃園市,八德區,仁德路97號5樓
蔡榕源,0971209417,臺中市,北屯區,東山路１段63號
陳永莉,0910595217,臺南市,麻豆區,興中路51號
許採鬱,0953271633,桃園市,蘆竹區,南崁路２段10號之11
黃全軒,0963776558,花蓮縣,吉安鄉,建國路２段5號12樓
謝晨紫,0956744775,高雄市,大樹區,中華路3號之3
黃希雷,0952591100,彰化縣,溪州鄉,中西一巷77號
吳俞豪,0934515574,臺中市,北屯區,舊街二巷4號4樓之10
詹凡夢,0953620586,南投縣,埔里鎮,福德巷92號之12
鐘吉棟,0952494933,花蓮縣,新城鄉,自立街26號
李庭瑜,0928005036,高雄市,仁武區,永和五街41號
楊昀琉,0987808328,桃園市,大溪區,仁德九街58號
張輝雙,0955504868,新北市,八里區,賢一街47號之11
蔣卓沛,0954504450,高雄市,林園區,港嘴一路94號之13
林卓慈,0937222169,苗栗縣,大湖鄉,八寮灣100號
林瑛紫,0988303204,高雄市,仁武區,大信巷32號之4
方宇照,0929831585,南投縣,集集鎮,陳厝巷25號之3
連姣泓,0960273025,新北市,新莊區,環漢路３段37號10樓
汪莉賢,0932704944,南投縣,竹山鎮,菜園路80號
薛佑謹,0920451759,臺北市,文山區,興隆路２段65號
翁偲研,0982916566,臺南市,學甲區,中正路40號
吳儀惠,0982272427,基隆市,安樂區,安樂路２段39號
王嘉齊,0952653858,屏東縣,內埔鄉,中正路63號
邱月陽,0956756260,臺中市,清水區,三民路１段88號之19
唐莉鷺,0921784610,屏東縣,潮州鎮,萬學街87號5樓
林恩謙,0953804683,新北市,樹林區,大慶街30號
趙政霄,0982691748,屏東縣,新園鄉,中和路58號之14
卓容芝,0986324754,彰化縣,芳苑鄉,和興巷73號2樓
何懋曄,0930149874,花蓮縣,花蓮市,中原路91號之12
嚴凡姝,0960315380,嘉義縣,太保市,嘉朴東路１段38號5樓之10
田家然,0934353802,屏東縣,萬丹鄉,惠崙路47號之8
張俞諄,0918387559,嘉義縣,大林鎮,中興路２段56號
蕭沫靜,0938654087,南投縣,草屯鎮,南坪路下城二巷68號
曾倫木,0912462995,臺中市,南屯區,向心路54號
黃建柏,0968052642,臺中市,潭子區,環中路１段34號
蔡紫雨,0927948741,屏東縣,潮州鎮,富強路93號
賴初芳,0916921010,臺中市,豐原區,豐勢路１段93號6樓
胡丞祉,0988976957,臺南市,佳里區,仁愛路11號之18
傅璟翰,0963679659,臺南市,安平區,健康四街14號2樓
謝宥霄,0927066645,宜蘭縣,五結鄉,清水大鎮17號
吳海鳴,0952897235,嘉義市,西區,健康一街21號之11
蔡夢羽,0963963589,臺中市,東區,振興路92號之5
鐘方楚,0971157435,臺北市,中正區,金門街51號
袁平貴,0923736768,臺中市,北屯區,豐樂路80號
梁子璇,0956301908,彰化縣,和美鎮,彰和路２段97號10樓
柯弘致,0958853705,臺東縣,臺東市,傳廣路65號10樓
傅柏諺,0920377441,雲林縣,斗南鎮,信義路10號
白中儀,0913936261,高雄市,橋頭區,興樹路東林段23號5樓
劉柯睿,0938269537,彰化縣,伸港鄉,中興三街38號
詹凰歆,0927421877,高雄市,前金區,中華四路20號5樓
葉允月,0961499286,臺東縣,鹿野鄉,廣興路２段34號
謝彰洋,0968711627,高雄市,楠梓區,左楠路40號
鄭心漢,0972281045,臺北市,士林區,天母東路6號
馮珂肇,0982346056,臺中市,東區,東富街68號6樓之4
方凱翰,0928941565,高雄市,彌陀區,中正南路61號
楊理翰,0970988364,桃園市,中壢區,中北路２段94號
江曼熙,0936840616,嘉義市,西區,杭州一街79號
林樂綺,0915760432,臺中市,沙鹿區,福星路93號7樓之14
蔡之旻,0931147826,臺北市,文山區,富山路98號之4
孫宸恩,0923789638,嘉義縣,梅山鄉,下過溪10號
黃克凡,0921439540,臺中市,北區,青島路３段36號11樓
葉叢藴,0935585415,苗栗縣,大湖鄉,香林85號7樓
林彌福,0987864965,嘉義市,西區,大聖二街61號7樓
吳修夫,0916532435,桃園市,桃園區,五福十三街60號5樓
